contigName	contigLen	totalAvgDepth	L1.sorted.bam	L1.sorted.bam-var	L2.sorted.bam	L2.sorted.bam-var	L3.sorted.bam	L3.sorted.bam-var	P1.sorted.bam	P1.sorted.bam-var	P2.sorted.bam	P2.sorted.bam-var	P3.sorted.bam	P3.sorted.bam-var
NODE_4031_length_4835_cov_2.69791_ID_24037841	4835	0.481323	0	0	0	0	0	0	0.192316	0.207029	0.0964781	0.127753	0.192529	0.155499
NODE_4032_length_4869_cov_3.27238_ID_32551211	4869	0.453698	0.144098	0.199652	0.127993	0.123929	0.0639966	0.0599099	0	0	0.0684467	0.0637785	0.049163	0.0467503
NODE_4033_length_4835_cov_4.35941_ID_24269216	4835	0.232231	0	0	0	0	0	0	0	0	0.104162	0.0933347	0.128068	0.111688
NODE_4034_length_4834_cov_85.5334_ID_26726496	4834	11.0493	0.953459	2.19002	1.17677	1.73856	1.30316	3.6262	3.19278	7.06746	2.53181	7.52734	1.89133	5.97473
NODE_4035_length_4834_cov_2.8008_ID_25271737	4834	0.247011	0	0	0	0	0.0322374	0.0312039	0	0	0.0811272	0.0745697	0.133646	0.123927
NODE_4036_length_4834_cov_7.43838_ID_32588867	4834	5.05615	0.322374	0.293649	0.340307	0.379587	0.455807	0.521003	0.922502	0.774486	1.56277	1.57651	1.45239	1.66307
NODE_4037_length_4846_cov_2.05817_ID_24668296	4846	0.315801	0.00617547	0.00613865	0.0560051	0.0528818	0	0	0.0630324	0.0735537	0.0259796	0.0414967	0.164608	0.137544
NODE_4038_length_4834_cov_2.52166_ID_24079199	4834	0.260248	0	0	0	0	0.0469684	0.0447716	0.057643	0.146992	0.0713066	0.0662444	0.0843296	0.146865
NODE_4039_length_4833_cov_2.20406_ID_29228564	4833	0.358531	0.064275	0.0601504	0.0292548	0.0284036	0	0	0.072603	0.0758935	0.192398	0.155398	0	0
NODE_4040_length_4833_cov_2.62034_ID_25658784	4833	0.519966	0	0	0.190903	0.160471	0.0322443	0.0312109	0.00918215	0.00909954	0.193252	0.155943	0.0943839	0.103436
NODE_4041_length_4833_cov_2.2342_ID_25225055	4833	0.374973	0.0160154	0.0157623	0.117446	0.103675	0.0640615	0.0599626	0	0	0.169336	0.166327	0.00811446	0.016168
NODE_4042_length_4833_cov_7.24487_ID_27299513	4833	1.43284	0.0621397	0.0672622	0.119368	0.124362	0.0926756	0.0841024	0.376895	0.808606	0.305787	0.322537	0.475977	0.642052
NODE_4043_length_4832_cov_2.40255_ID_24181908	4832	0.512174	0	0	0.0645024	0.0603467	0.00491243	0.00489	0.121102	0.15558	0.128791	0.112235	0.192866	0.231763
NODE_4044_length_4832_cov_2.93741_ID_24142950	4832	0.450662	0	0	0	0	0	0	0.257582	0.202811	0.128578	0.112072	0.0645024	0.0603481
NODE_4045_length_4832_cov_2.36131_ID_24303021	4832	0.422042	0.0158052	0.0236779	0.013883	0.0136939	0.044639	0.0644446	0.121102	0.370067	0.174712	0.178393	0.0519009	0.0851038
NODE_4046_length_4831_cov_2.42358_ID_24788184	4831	0.48323	0	0	0.0967742	0.087431	0.128819	0.124217	0.0484939	0.0461505	0.209143	0.185534	0	0
NODE_4047_length_4831_cov_3.34485_ID_25034636	4831	0.542619	0.0726341	0.0673738	0.00918607	0.00910352	0.0828883	0.0905651	0.0914335	0.0984777	0.1348	0.193588	0.151677	0.208187
NODE_4048_length_4831_cov_2.19095_ID_24246746	4831	0.654134	0.0093997	0.00931333	0.0645161	0.060362	0.13715	0.19186	0.205939	0.239624	0.108737	0.0969308	0.128391	0.129023
NODE_4049_length_4831_cov_2.78057_ID_24534750	4831	1.10681	0.205512	1.11608	0.20893	0.43757	0.0781884	0.25285	0.189062	0.866083	0.0822474	0.290406	0.342875	0.880589
NODE_4050_length_4830_cov_2.31497_ID_25312382	4830	0.472222	0.0568376	0.0536179	0.0863248	0.10026	0.0786325	0.0861467	0.00811966	0.00805485	0.20235	0.208463	0.0399573	0.03837
NODE_4051_length_4830_cov_3.60921_ID_24032276	4830	0.458333	0.201282	0.235612	0	0	0.128419	0.130326	0	0	0.128632	0.112107	0	0
NODE_4052_length_4829_cov_3.30938_ID_24251388	4829	0.793759	0.129087	0.112447	0.128233	0.111811	0.00854884	0.00847754	0.289806	0.205862	0.221842	0.221831	0.0162428	0.0249633
NODE_4053_length_4829_cov_2.44596_ID_24184705	4829	0.362898	0	0	0.06433	0.0602138	0.161146	0.135197	0.128446	0.111973	0	0	0.00897628	0.0088975
NODE_4054_length_4827_cov_2.5065_ID_24058841	4827	0.439384	0.329271	0.301726	0.0645713	0.116002	0	0	0.0145392	0.014332	0	0	0.0310028	0.0300481
NODE_4055_length_4826_cov_2.30643_ID_24563997	4826	0.266467	0.0643713	0.0602461	0	0	0.0645851	0.0604341	0.0729256	0.0761777	0.0645851	0.0604329	0	0
NODE_4056_length_4826_cov_2.59254_ID_24547986	4826	0.57207	0	0	0	0	0.0162532	0.0241227	0.12917	0.172399	0.0968777	0.0875209	0.329769	0.283967
NODE_4057_length_4824_cov_2.40679_ID_24810888	4824	0.577022	0.265939	0.3279	0.00663243	0.00658985	0.106119	0.0948774	0	0	0.0641849	0.0600781	0.134146	0.11618
NODE_4058_length_4824_cov_2.2273_ID_29652138	4824	0.273641	0.0646128	0.060455	0.192555	0.190165	0	0	0	0	0.00898588	0.0178954	0.00748823	0.00743481
NODE_4059_length_4826_cov_7.10841_ID_24054196	4826	0.481394	0	0	0	0	0	0	0.0645851	0.060432	0.319932	0.302775	0.0968777	0.0875142
NODE_4060_length_4824_cov_20.3663_ID_24691644	4824	4.52182	0.517972	3.98905	0.643346	6.43845	0.460847	2.79182	1.25396	22.1543	0.79632	10.6185	0.84938	8.66838
NODE_4061_length_4824_cov_2.52023_ID_24168891	4824	0.226786	0.00427899	0.00426207	0.00748823	0.00743462	0.104621	0.0936994	0.0113393	0.011214	0.0346598	0.0467361	0.0643988	0.0602649
NODE_4062_length_4823_cov_2.61913_ID_26478948	4823	0.263	0.136315	0.117756	0	0	0.00941579	0.00932875	0	0	0.0716884	0.06656	0.045581	0.0576385
NODE_4063_length_4825_cov_2.4807_ID_24186743	4825	0.44107	0.0147594	0.014546	0	0	0.127059	0.110941	0.103743	0.0930069	0.0729412	0.108282	0.122567	0.130674
NODE_4064_length_4821_cov_2.76899_ID_24309151	4821	0.533076	0.0723614	0.0671482	0.0907729	0.0825506	0.0631556	0.0591853	0.132948	0.115295	0.0456005	0.0435271	0.128238	0.111819
NODE_4065_length_4821_cov_2.24108_ID_24429977	4821	0.409762	0	0	0	0	0	0	0.0286876	0.0278713	0	0	0.381075	0.451775
NODE_4066_length_4821_cov_3.95971_ID_24109851	4821	0.484907	0.096125	0.0869088	0.0646542	0.0604875	0.0644402	0.0602987	0.00877756	0.00870197	0.0573753	0.0540969	0.193535	0.156112
NODE_4067_length_4820_cov_2.29276_ID_24657712	4820	0.262098	0	0	0.064454	0.0603092	0.00428266	0.00426548	0.128694	0.112154	0	0	0.0646681	0.0604987
NODE_4068_length_4820_cov_2.54921_ID_24763036	4820	0.582227	0	0	0	0	0.00492505	0.0049021	0.0169165	0.0166369	0.00492505	0.00490192	0.55546	0.763597
NODE_4069_length_4820_cov_2.3192_ID_30048769	4820	0.559315	0.0421842	0.0404125	0.243897	0.23971	0.126981	0.14986	0	0	0.0817987	0.0922534	0.064454	0.0603111
NODE_4070_length_4820_cov_2.66233_ID_24575568	4820	0.335332	0.0614561	0.0576983	0	0	0.032334	0.0312997	0.0646681	0.0604988	0.0486081	0.0462576	0.128266	0.111836
NODE_4071_length_4820_cov_3.59622_ID_31726214	4820	0.528266	0	0	0.128694	0.112154	0.138116	0.163635	0.192934	0.201583	0.0685225	0.0638436	0	0
NODE_4072_length_4820_cov_2.78888_ID_24323909	4820	0.561456	0.0265525	0.0258499	0.0398287	0.0382509	0.169807	0.157277	0.240257	0.210418	0.0785867	0.0809857	0.00642398	0.00638431
NODE_4073_length_4820_cov_2.57733_ID_24677813	4820	0.228694	0.00728051	0.0072294	0.0237687	0.0232084	0.032334	0.0313013	0.00642398	0.00638433	0.0235546	0.0392835	0.135332	0.117039
NODE_4074_length_4820_cov_2.52529_ID_25099409	4820	0.625696	0.0385439	0.0370655	0.064454	0.0603111	0.00899358	0.017912	0.096788	0.0874399	0.109208	0.0973067	0.307709	0.342016
NODE_4075_length_4819_cov_2.59299_ID_24028187	4819	0.435854	0.0642536	0.0601361	0.177982	0.146337	0	0	0.0965946	0.0872879	0.0970229	0.146313	0	0
NODE_4076_length_4819_cov_2.37531_ID_24830352	4819	0.255301	0.032341	0.0313039	0.128721	0.112174	0	0	0.0644678	0.060323	0.0149925	0.0289115	0.0147783	0.0145636
NODE_4077_length_4819_cov_3.4555_ID_24097844	4819	0.660955	0.0970229	0.0910538	0.128936	0.1723	0.144785	0.152112	0.0642536	0.0601309	0.129364	0.170487	0.0965946	0.0872865
NODE_4078_length_4832_cov_2.15596_ID_24181106	4832	0.725331	0	0	0.0642888	0.0601677	0	0	0.139043	0.130847	0.135626	0.117252	0.386373	0.408479
NODE_4079_length_4818_cov_2.48331_ID_24252031	4818	0.40874	0.0644816	0.0603304	0.0646958	0.0926607	0.0646958	0.0605196	0.00492716	0.00490428	0.10497	0.102112	0.10497	0.107685
NODE_4080_length_4817_cov_60.6936_ID_26609144	4817	9.30726	1.13756	2.4624	1.09985	1.74012	1.37326	2.14954	2.25434	4.38637	1.29034	2.666	2.15192	5.95408
NODE_4081_length_4817_cov_2.43763_ID_24152893	4817	0.49925	0.0323548	0.0313199	0.193058	0.284407	0.128777	0.120789	0.0323548	0.0313204	0.112706	0.112022	0	0
NODE_4082_length_4857_cov_2.68963_ID_24622056	4857	0.388358	0	0	0	0	0.127895	0.111561	0.0724453	0.0757113	0.0960272	0.0868208	0.0919906	0.0835436
NODE_4083_length_4817_cov_3.12936_ID_24069655	4817	0.71802	0.12342	0.189656	0.0647097	0.060535	0.129205	0.112534	0.208271	0.226214	0.128562	0.112063	0.0638526	0.0597937
NODE_4084_length_4817_cov_3.00546_ID_24248919	4817	0.668524	0.145061	0.124046	0.0644954	0.0603443	0.00021427	0.00021427	0.0968502	0.0874888	0.0323548	0.031315	0.329548	0.247571
NODE_4085_length_4844_cov_2.71771_ID_25961590	4844	0.445249	0.198764	0.288018	0.0960801	0.0868578	0.0321687	0.0311412	0.0524073	0.0573425	0.0404772	0.038844	0.0253515	0.0247123
NODE_4086_length_4816_cov_2.75971_ID_29015797	4816	0.411273	0.0645092	0.0603565	0.0642949	0.0601615	0.0964423	0.0871618	0.0565795	0.0533928	0.129447	0.13803	0	0
NODE_4087_length_4816_cov_2.41147_ID_24059762	4816	0.535577	0.00814402	0.00807914	0	0	0.107158	0.103409	0.266824	0.203799	0.0728675	0.0757183	0.0805829	0.0822516
NODE_4088_length_4818_cov_2.42971_ID_28801355	4818	0.553342	0	0	0.0968295	0.0874682	0.0323479	0.0313144	0.141388	0.133854	0.143316	0.237655	0.13946	0.120041
NODE_4089_length_4814_cov_3.70288_ID_24140018	4814	0.553173	0.0767581	0.0790302	0.0589623	0.0554985	0.112564	0.0999102	0.0182247	0.0269037	0.148799	0.143418	0.137865	0.189204
NODE_4090_length_4814_cov_2.89304_ID_24019473	4814	0.452187	0.0645369	0.0603734	0.0645369	0.0603729	0.0647513	0.0605656	0.0321612	0.0311357	0.0971269	0.0877102	0.129074	0.112439
NODE_4091_length_4814_cov_77.7378_ID_32550883	4814	11.5259	1.00064	1.53749	1.00429	1.72299	1.83105	4.85944	2.20004	5.11497	2.5714	6.32697	2.91852	8.10567
NODE_4092_length_4813_cov_2.74695_ID_24839931	4813	0.289084	0	0	0	0	0	0	0.0651941	0.0609569	0.191722	0.221913	0.0321681	0.0311422
NODE_4093_length_4812_cov_31.5129_ID_24019593	4812	4.51759	0	0	0.0574861	0.054199	0	0	0.849635	0.812185	1.86379	1.88254	1.74668	2.47373
NODE_4094_length_4812_cov_2.67627_ID_24151826	4812	0.560918	0.0323895	0.0313498	0.0645646	0.0604085	0	0	0.161948	0.135753	0.198627	0.244585	0.103389	0.102157
NODE_4095_length_4812_cov_3.27328_ID_24098006	4812	0.5281	0.0647791	0.0605995	0.182754	0.203444	0.127413	0.154542	0	0	0	0	0.153153	0.224968
NODE_4096_length_4811_cov_2.39172_ID_26293534	4811	0.339198	0.0469856	0.0529465	0	0	0.0849603	0.090642	0.0819567	0.0752541	0.0969749	0.0875862	0.0283201	0.0472665
NODE_4097_length_4816_cov_2.44596_ID_25160421	4816	0.469567	0.0642949	0.0601644	0.0647235	0.0605451	0.0177883	0.0256189	0.0160737	0.0239653	0.169524	0.163541	0.137162	0.191245
NODE_4098_length_4811_cov_3.459_ID_32551267	4811	0.323536	0.0323965	0.031354	0.161553	0.187856	0	0	0	0	0	0	0.129586	0.112821
NODE_4099_length_4810_cov_3.90578_ID_24116425	4810	0.92382	0.0648069	0.0606229	0.234979	0.36652	0.194206	0.156525	0.226609	0.260735	0.0645923	0.0604399	0.138627	0.146482
NODE_4100_length_4810_cov_2.30158_ID_24198010	4810	0.596137	0.129614	0.11283	0	0	0.0718884	0.0667336	0.103863	0.0930876	0.1103	0.114467	0.180472	0.177142
NODE_4101_length_4809_cov_2.80606_ID_24019623	4809	0.594334	0.0987336	0.088997	0.0970165	0.0876148	0.0648208	0.0606389	0	0	0.268942	0.332789	0.0648208	0.0606402
NODE_4102_length_4808_cov_2.65643_ID_24198496	4808	0.192787	0	0	0	0	0.00815801	0.0162544	0.0751395	0.0695084	0.0322027	0.0311727	0.0772864	0.0794944
NODE_4103_length_4808_cov_3.56449_ID_32551011	4808	0.202018	0	0	0	0	0.00815801	0.0162538	0.0641906	0.0600829	0.129669	0.112875	0	0
NODE_4104_length_4808_cov_2.80602_ID_24719746	4808	0.501288	0.122799	0.125777	0.0783598	0.0803928	0.0644053	0.0602722	0.193645	0.156183	0.00987548	0.00978169	0.0322027	0.0311728
NODE_4105_length_4808_cov_2.77004_ID_24047717	4808	0.428725	0.0648347	0.0606494	0.00794332	0.00788294	0.129455	0.112722	0.080936	0.0894336	0.138686	0.134506	0.0068699	0.00682445
NODE_4106_length_4808_cov_3.48496_ID_24091723	4808	0.255689	0.0684843	0.0861473	0.0867325	0.0792257	0.0717046	0.06657	0.0210391	0.0206007	0	0	0.00772864	0.00767185
NODE_4107_length_4807_cov_2.38763_ID_24409250	4807	0.137213	0	0	0	0	0	0	0	0	0	0	0.137213	0.11841
NODE_4108_length_4806_cov_3.83835_ID_24518924	4806	1.07861	0.0713058	0.259618	0.0584192	0.205399	0.16817	0.558427	0.234751	0.310693	0.301976	1.42211	0.243986	0.696666
NODE_4109_length_4806_cov_2.66281_ID_25256401	4806	0.706615	0.0120275	0.0118856	0.128651	0.112118	0	0	0.113832	0.100895	0.258591	0.340007	0.193514	0.235162
NODE_4110_length_4805_cov_32.0101_ID_24781379	4805	4.25542	0.405585	0.807972	0.676262	1.08668	0.660795	1.58989	0.984962	1.94339	0.719656	1.44163	0.808163	1.60374
NODE_4111_length_4805_cov_5.75011_ID_30172641	4805	0.680988	0.127605	0.111356	0.0970999	0.0876914	0.133835	0.126263	0	0	0.129108	0.112461	0.19334	0.215706
NODE_4112_length_4805_cov_2.33895_ID_24103348	4805	0.226423	0	0	0.00773362	0.00767585	0.0732546	0.0679033	0.0730397	0.076316	0.0646617	0.0604934	0.00773362	0.00767585
NODE_4113_length_4804_cov_2.76269_ID_24322308	4804	0.553502	0.0818651	0.0751885	0.00709067	0.00704153	0.0511388	0.0678823	0.272239	0.239864	0.131715	0.114384	0.00945423	0.00936595
NODE_4114_length_4803_cov_32.0657_ID_32320002	4803	16.6043	1.22072	1.97864	1.5014	1.48825	1.25897	0.777068	3.58736	3.86409	5.18268	6.7743	3.85321	6.12523
NODE_4115_length_4811_cov_2.53751_ID_25018486	4811	0.5177	0	0	0	0	0	0	0.0785239	0.0805277	0.00665093	0.00660777	0.432525	0.483717
NODE_4116_length_4801_cov_2.27202_ID_24294285	4801	0.194797	0	0	0.0649323	0.0607258	0	0	0.0649323	0.060728	0.0649323	0.0607261	0	0
NODE_4117_length_4801_cov_2.51707_ID_24861032	4801	0.486562	0.086003	0.0786194	0.00731026	0.00725836	0.0647173	0.0605395	0.12965	0.225122	0.194582	0.156748	0.00430015	0.00428272
NODE_4118_length_4800_cov_2.70327_ID_24313133	4800	0.582796	0	0	0.129677	0.195509	0	0	0.194409	0.185468	0.25871	0.369478	0	0
NODE_4119_length_4799_cov_2.66463_ID_24212456	4799	0.714992	0.0079587	0.00789738	0.0324801	0.0314301	0.101957	0.0915888	0.151646	0.128683	0.227146	0.240562	0.193805	0.162735
NODE_4120_length_4798_cov_2.97301_ID_24157630	4798	0.470955	0.00968158	0.0190564	0.129948	0.178072	0.0791738	0.0810948	0.0410929	0.0480188	0.0727194	0.0756183	0.138339	0.127843
NODE_4121_length_4798_cov_2.65655_ID_24440112	4798	0.464501	0	0	0	0	0.00774527	0.00768778	0.00516351	0.00513799	0.00666954	0.00662601	0.444923	0.410576
NODE_4122_length_4796_cov_2.85931_ID_24952035	4796	0.591046	0.0647869	0.0606061	0.129359	0.112646	0	0	0.128928	0.11233	0.0733965	0.0938658	0.194576	0.156751
NODE_4123_length_4796_cov_2.57899_ID_25454444	4796	0.472234	0	0	0.0650022	0.0607776	0.132372	0.182473	0.0975032	0.153039	0.0794232	0.081746	0.0979337	0.08836
NODE_4124_length_4796_cov_2.05927_ID_24571520	4796	0.259363	0.0647869	0.0606033	0	0	0	0	0	0	0.194576	0.15675	0	0
NODE_4125_length_4796_cov_8.57119_ID_24057634	4796	1.79359	0.221481	0.412722	0.104391	0.112889	0.409169	0.653861	0.342445	0.563649	0.44619	0.873642	0.26991	0.446833
NODE_4126_length_4795_cov_3.82257_ID_24396772	4795	0.073197	0	0	0.00818084	0.0162997	0	0	0	0	0	0	0.0650161	0.0608098
NODE_4127_length_4795_cov_2.66414_ID_24944555	4795	0.508289	0.01507	0.0230287	0.0650161	0.0608103	0.0637244	0.0596765	0.0697524	0.0735152	0.0650161	0.060804	0.229709	0.209298
NODE_4128_length_4794_cov_3.03819_ID_24594823	4794	0.704565	0.0267011	0.0871579	0.0325151	0.0891886	0.246124	0.223485	0.142765	0.150843	0.0915159	0.144323	0.164944	0.155867
NODE_4129_length_4793_cov_2.75053_ID_24123708	4793	0.947448	0.11415	0.134733	0.218824	0.258	0.148611	0.190756	0.129658	0.27055	0.267284	0.341488	0.068921	0.0641869
NODE_4130_length_4793_cov_2.45884_ID_24468470	4793	0.489339	0	0	0.0594443	0.0559283	0	0	0.194486	0.156699	0.138703	0.202633	0.0967047	0.142943
NODE_4131_length_4793_cov_6.87442_ID_25537656	4793	3.72798	0.238854	0.198222	0.391773	0.442978	0.396511	0.366447	0.886496	0.849922	0.97157	1.36928	0.842774	0.588372
NODE_4132_length_4792_cov_2.85307_ID_24085134	4792	0.565058	0.127531	0.185837	0.0809996	0.074455	0.0646273	0.0604642	0.12947	0.112733	0.0973718	0.0879152	0.0650582	0.0608431
NODE_4133_length_4791_cov_2.81187_ID_24102374	4791	0.79875	0.092006	0.198648	0.0732601	0.0769628	0.0112045	0.0188392	0.187244	0.39876	0.200172	0.280386	0.234863	0.250008
NODE_4134_length_4791_cov_3.356_ID_24207077	4791	0.45098	0	0	0.0618401	0.0580266	0.129067	0.145193	0	0	0.0650722	0.0608553	0.195001	0.157008
NODE_4135_length_4790_cov_2.81221_ID_24121459	4790	0.745474	0.140733	0.130867	0.100431	0.0933832	0.265302	0.250572	0.143534	0.263525	0.0928879	0.0933339	0.00258621	0.00473665
NODE_4136_length_4789_cov_4.54753_ID_29422821	4789	0.591076	0.0939858	0.0851619	0	0	0.0651002	0.0608771	0.0325501	0.0314949	0.222031	0.237886	0.177409	0.194696
NODE_4137_length_4788_cov_310.454_ID_24022036	4788	216.811	42.5088	47.9963	44.6643	59.3312	48.5727	66.2882	26.2712	49.9182	25.2497	29.3565	29.5442	25.7338
NODE_4138_length_4788_cov_2.83393_ID_31787566	4788	0.845407	0.109746	0.0977267	0.162139	0.265688	0.0129366	0.0209671	0.195127	0.15968	0.0972402	0.0878069	0.268219	0.207114
NODE_4139_length_4788_cov_2.4925_ID_24519472	4788	0.0903407	0	0	0.00754636	0.00749107	0.0651143	0.0608883	0	0	0.00646831	0.00642787	0.0112117	0.0110886
NODE_4140_length_4786_cov_3.83006_ID_24067850	4786	0.552632	0.0977135	0.0881861	0.0644953	0.0603423	0.064711	0.0605336	0.260569	0.192708	0.0651424	0.0609107	0	0
NODE_4141_length_4794_cov_2.89579_ID_24451118	4794	0.462748	0	0	0.0643842	0.0602526	0.0322997	0.0312633	0.00516796	0.00514235	0.101637	0.0913251	0.259259	0.223524
NODE_4142_length_4785_cov_2.79852_ID_29172896	4785	0.667314	0.0647249	0.0605489	0	0	0.0651564	0.060922	0.204099	0.171123	0.195254	0.216743	0.13808	0.127239
NODE_4143_length_4785_cov_2.8296_ID_24063919	4785	0.681338	0	0	0.137648	0.183455	0	0	0.325351	0.298951	0.137648	0.118726	0.0806904	0.074188
NODE_4144_length_4785_cov_2.42304_ID_24250719	4785	0.327077	0	0	0.0107875	0.0106739	0	0	0.218986	0.21984	0	0	0.0973031	0.0878518
NODE_4145_length_4784_cov_2.77627_ID_24436228	4784	0.462451	0.0651705	0.0769088	0.0325852	0.031533	0.0640915	0.0599987	0.227449	0.305706	0.0649547	0.0607448	0.00820026	0.0163381
NODE_4146_length_4784_cov_2.30176_ID_24541546	4784	0.300388	0.0647389	0.0605556	0.0325852	0.0315359	0.0727234	0.0756505	0.0651705	0.0609329	0	0	0.0651705	0.0609338
NODE_4147_length_4783_cov_3.61464_ID_24119614	4783	0.856896	0.28297	0.235763	0.129722	0.1492	0.0647529	0.0605638	0	0	0.0649687	0.0607558	0.314483	0.298097
NODE_4148_length_4783_cov_2.46616_ID_30222990	4783	0.66717	0.28556	0.239033	0.156486	0.144545	0.00431686	0.00429921	0.0876322	0.0985419	0.0897906	0.0817423	0.0433844	0.0497135
NODE_4149_length_4782_cov_2.41591_ID_25070673	4782	0.662349	0	0	0.118523	0.104499	0.0287133	0.0278948	0.227547	0.238433	0.130181	0.113257	0.157383	0.132647
NODE_4150_length_4782_cov_4.55574_ID_24077910	4782	0.799007	0.148748	0.146091	0.105786	0.0946195	0.0220207	0.0271557	0.259067	0.207117	0.0231002	0.0225718	0.240285	0.190362
NODE_4151_length_4781_cov_2.24757_ID_24221096	4781	0.643921	0	0	0.124595	0.109099	0	0	0.331678	0.384988	0.0738501	0.0770557	0.113798	0.117278
NODE_4152_length_4781_cov_2.59437_ID_24907396	4781	0.969769	0.0680199	0.0884633	0.0712589	0.153873	0.138847	0.257831	0.0863744	0.0789316	0.450659	0.578948	0.15461	0.130742
NODE_4153_length_4780_cov_2.44317_ID_27905300	4780	0.339093	0	0	0	0	0	0	0.129806	0.112978	0.0142549	0.023129	0.195032	0.157022
NODE_4154_length_4780_cov_2.6618_ID_24580925	4780	0.495248	0.0978402	0.0882844	0	0	0	0	0.267603	0.274236	0	0	0.129806	0.112977
NODE_4155_length_4780_cov_2.99111_ID_24141141	4780	0.648812	0.0650108	0.0607859	0.194816	0.160356	0.0788337	0.0726416	0.203888	0.245309	0.106263	0.094992	0	0
NODE_4156_length_4779_cov_284.382_ID_24024717	4779	196.449	38.8976	32.8943	41.9354	34.022	42.676	35.5984	22.887	24.5764	25.4787	28.3374	24.5744	35.6354
NODE_4157_length_4779_cov_2.54742_ID_24020216	4779	0.500108	0.0650248	0.0608157	0	0	0.0324044	0.0313613	0.0648088	0.0606252	0.134802	0.11665	0.203068	0.316588
NODE_4158_length_4777_cov_3.20097_ID_24136341	4777	0.481305	0	0	0.0652691	0.0610264	0	0	0.212881	0.314151	0.00799654	0.00793435	0.195159	0.173534
NODE_4159_length_4777_cov_3.09106_ID_24191051	4777	0.503998	0	0	0	0	0	0	0.342555	0.326428	0.161444	0.135408	0	0
NODE_4160_length_4776_cov_1.99979_ID_24929715	4776	0.19585	0	0	0	0	0	0	0	0	0.130566	0.113544	0.0652832	0.0610403
NODE_4161_length_4780_cov_2.50784_ID_24489520	4780	0.650324	0.0693305	0.0645401	0	0	0.129806	0.112978	0.167387	0.269883	0.15378	0.1388	0.130022	0.168875
NODE_4162_length_4774_cov_3.12736_ID_24088077	4774	0.470372	0.0324394	0.031394	0.159602	0.261354	0.138625	0.178703	0.0653114	0.0610608	0.00908304	0.0180887	0.0653114	0.0610623
NODE_4163_length_4774_cov_24.3727_ID_32138718	4774	18.534	0.760381	0.617008	1.49719	1.28317	1.22772	1.30631	3.88646	4.85339	5.92279	6.27066	5.2394	6.41344
NODE_4164_length_4773_cov_3.07948_ID_24068126	4773	0.513952	0.00735453	0.00730135	0.142332	0.161914	0.0651092	0.0608839	0.0653255	0.061073	0.202466	0.161508	0.0313649	0.0303877
NODE_4165_length_4773_cov_4.93472_ID_29435167	4773	0.775038	0.618646	0.917535	0.0910664	0.123907	0	0	0	0	0.0653255	0.0610759	0	0
NODE_4166_length_4772_cov_3.45495_ID_24109717	4772	0.521419	0.195803	0.157494	0.0653397	0.0610866	0	0	0	0	0.260277	0.375656	0	0
NODE_4167_length_4771_cov_2.65373_ID_24044777	4771	0.510928	0.0653538	0.0610966	0.0651374	0.0609074	0	0	0.260766	0.209688	0.0129842	0.0128179	0.106687	0.116528
NODE_4168_length_4770_cov_2.71792_ID_24355970	4770	0.618615	0.0651515	0.0609188	0	0	0.097619	0.0881085	0.195238	0.166255	0.0651515	0.0609183	0.195455	0.15729
NODE_4169_length_4770_cov_2.6842_ID_24443833	4770	0.446537	0.137013	0.118267	0.12987	0.113033	0.00411255	0.00409671	0.130087	0.113192	0.0367965	0.0354516	0.00865801	0.0168126
NODE_4170_length_4770_cov_2.70498_ID_24414544	4770	0.730087	0	0	0.00497836	0.00495466	0	0	0.00800866	0.00794652	0.0119048	0.0117652	0.705195	0.948337
NODE_4171_length_4770_cov_3.0948_ID_24076706	4770	0.331169	0	0	0.0729437	0.0676319	0	0	0.0112554	0.0111311	0.104113	0.093291	0.142857	0.160578
NODE_4172_length_4769_cov_3.71913_ID_24251531	4769	0.601862	0	0	0	0	0	0	0.483654	0.467614	0.0980732	0.0884699	0.0201342	0.0197321
NODE_4173_length_4769_cov_3.09822_ID_24221620	4769	0.616151	0.0653821	0.0611185	0.130331	0.11337	0	0	0.195497	0.217075	0.00822689	0.01639	0.216714	0.191866
NODE_4174_length_4769_cov_2.69028_ID_24122439	4769	0.845205	0.141156	0.240784	0.0961247	0.108126	0.0435159	0.158997	0.16194	0.746794	0.269755	0.516205	0.132713	0.322564
NODE_4175_length_4768_cov_2.7055_ID_25542667	4768	0.580987	0.0729753	0.067675	0.00433088	0.00431327	0.114335	0.101279	0.236033	0.234931	0.00801213	0.00795013	0.145301	0.124219
NODE_4176_length_4768_cov_2.59728_ID_26400753	4768	0.484192	0.0324816	0.0314333	0.0534864	0.0770587	0	0	0.228237	0.247223	0.0158077	0.0242257	0.154179	0.20321
NODE_4177_length_4768_cov_2.65797_ID_24084146	4768	0.365093	0.0651797	0.0609407	0.0054136	0.00538492	0.0708099	0.0658028	0.0227371	0.0326226	0.140104	0.237479	0.0608489	0.0675496
NODE_4178_length_4784_cov_2.44631_ID_24330071	4784	0.537764	0.302546	0.266326	0.129909	0.113061	0.0651705	0.0609327	0.0140268	0.0138338	0.0215796	0.0211182	0.00453172	0.00451234
NODE_4179_length_4766_cov_2.47378_ID_24046272	4766	0.278163	0	0	0.130849	0.113752	0	0	0.0818891	0.0752055	0.0654246	0.0611534	0	0
